Time(kyr)	d18O(permille)	Stderror(permille)
51406.901	-0.153	0.22
51411.849	-0.032	0.22
51416.797	-0.05	0.22
51421.745	-0.169	0.22
51426.693	-0.304	0.22
51436.589	-0.347	0.22
51441.536	-0.407	0.22
51446.575	-0.463	0.22
51451.825	-0.39	0.22
51457.075	-0.3	0.22
51462.325	-0.555	0.22
51467.575	-0.371	0.22
51478.075	-0.254	0.22
51483.325	-0.195	0.22
51488.575	-0.12	0.22
51493.825	-0.323	0.22
51499.075	-0.3	0.22
51509.575	-0.335	0.22
51514.825	-0.177	0.22
51520.075	-0.233	0.22
51525.325	-0.238	0.22
51530.575	-0.249	0.22
51544.225	-0.332	0.22
51549.475	-0.504	0.22
51555.798	-0.538	0.22
51575.123	-0.628	0.22
51581.564	-0.49	0.22
51588.006	-0.461	0.22
51594.448	-0.257	0.22
51600.89	-0.275	0.22
51607.331	-0.164	0.22
51613.773	-0.125	0.22
51620.215	-0.436	0.22
51626.656	-0.594	0.22
51633.098	-0.425	0.22
51639.54	-0.495	0.22
51645.982	-0.212	0.22
51652.423	-0.191	0.22
51658.865	-0.487	0.22
51665.307	-0.194	0.22
51671.748	-0.566	0.22
51678.19	-0.487	0.22
51684.632	-0.482	0.22
51691.074	-0.225	0.22
51697.515	-0.225	0.22
51703.957	-0.323	0.22
51710.399	-0.254	0.22
51716.84	-0.413	0.22
51723.282	-0.283	0.22
51729.724	-0.149	0.22
51736.166	-0.307	0.22
51742.607	-0.049	0.22
51749.049	-0.266	0.22
51755.491	-0.338	0.22
51761.933	-0.391	0.22
51768.374	-0.123	0.22
51774.816	-0.275	0.22
51781.258	-0.105	0.22
51787.699	-0.378	0.22
51794.141	0.009	0.22
51800.583	-0.309	0.22
51807.025	-0.093	0.22
51813.466	-0.195	0.22
51819.908	-0.208	0.22
51826.35	-0.198	0.22
51832.791	-0.317	0.22
51839.233	-0.084	0.22
51845.675	0.009	0.22
51852.117	-0.088	0.22
51858.558	-0.194	0.22
51863.325	-0.207	0.22
51865	-0.438	0.22
51871.442	-0.2705	0.22
51877.883	-0.416	0.22
51879.687	-0.088	0.22
51884.325	-0.17	0.22
51887.933	-0.303	0.22
51890.767	-0.155	0.22
51894.503	-0.167	0.22
51904.294	-0.152	0.22
51912.54	-0.099	0.22
51920.785	-0.165	0.22
51928.902	-0.196	0.22
51937.147	-0.27	0.22
51943.718	-0.345	0.22
51953.638	-0.229	0.22
51961.755	-0.212	0.22
51970	-0.425	0.22
51978.618	-0.371	0.22
51981.758	-0.355	0.22
51986.433	-0.24	0.22
51990.376	-0.098	0.22
51994.247	0.034	0.22
51998.191	0.067	0.22
52002.062	0	0.22
52005.202	-0.115	0.22
52009.876	-0.145	0.22
52013.82	-0.198	0.22
52017.691	-0.221	0.22
52021.635	-0.063	0.22
52025.506	-0.001	0.22
52028.646	0.065	0.22
52033.174	0.004	0.22
52036.826	0.028	0.22
52040.478	-0.001	0.22
52043.399	0.034	0.22
52048.511	0.006	0.22
52050.702	-0.08	0.22
52055.084	-0.026	0.22
52058.736	-0.067	0.22
52062.388	0.166	0.22
52066.039	0.283	0.22
52069.691	0.261	0.22
52072.612	0.273	0.22
52076.994	0.172	0.22
52080.646	0.219	0.22
52084.298	0.242	0.22
52087.949	0.127	0.22
52091.601	0.156	0.22
52094.522	0.246	0.22
52098.904	0.276	0.22
52102.556	0.269	0.22
52106.208	0.258	0.22
52109.86	0.04	0.22
52113.511	0.071	0.22
52116.433	0.049	0.22
52120.815	0.071	0.22
52124.466	0.227	0.22
52128.118	0.112	0.22
52131.77	0.105	0.22
52135.421	0.055	0.22
52138.343	-0.15	0.22
52142.725	-0.058	0.22
52146.376	-0.143	0.22
52150.028	-0.269	0.22
52153.68	0.096	0.22
52157.331	0.098	0.22
52160.253	0.141	0.22
52164.635	-0.002	0.22
52168.287	0.139	0.22
52171.938	0.03	0.22
52175.59	-0.12	0.22
52179.242	-0.098	0.22
52182.163	-0.069	0.22
52186.545	-0.195	0.22
52190.197	-0.135	0.22
52193.848	-0.079	0.22
52197.5	0.019	0.22
52201.152	0.277	0.22
52204.073	0.1	0.22
52208.455	0.157	0.22
52212.107	0.148	0.22
52215.758	0.061	0.22
52219.41	0.033	0.22
52223.062	-0.124	0.22
52225.983	0.046	0.22
52230.365	-0.048	0.22
52234.017	0.1	0.22
52237.669	-0.067	0.22
52241.32	-0.1	0.22
52244.972	-0.062	0.22
52247.893	-0.084	0.22
52252.275	0.046	0.22
52263.23	-0.019	0.22
52266.882	0.182	0.22
52269.803	0.215	0.22
52274.185	0.102	0.22
52277.837	0.062	0.22
52281.489	0.093	0.22
52285.14	0.118	0.22
52288.792	0.005	0.22
52291.713	0.086	0.22
52296.096	0.178	0.22
52299.747	0.077	0.22
52303.399	0.044	0.22
52307.051	-0.02	0.22
52310.702	0.124	0.22
52313.624	0.173	0.22
52318.006	0.196	0.22
52321.657	0.012	0.22
52325.309	0.082	0.22
52328.961	-0.033	0.22
52330.86	-0.089	0.22
52332.612	-0.076	0.22
52334.292	-0.148	0.22
52335.534	-0.093	0.22
52337.798	-0.113	0.22
52339.916	-0.104	0.22
52341.23	-0.025	0.22
52343.567	-0.23	0.22
52344.663	-0.332	0.22
52347.219	-0.145	0.22
52350.871	-0.121	0.22
52353.487	-0.44	0.22
52354.522	-0.137	0.22
52357.444	-0.313	0.22
52359.149	-0.51	0.22
52362.315	-0.455	0.22
52364.91	-0.44	0.22
52366.944	-0.325	0.22
52368.53	-0.59	0.22
52371.574	-0.149	0.22
52372.149	-0.59	0.22
52375.769	-0.45	0.22
52376.204	-0.128	0.22
52379.388	-0.47	0.22
52380.833	-0.058	0.22
52383.008	-0.47	0.22
52384.537	0.057	0.22
52386.627	-0.17	0.22
52390.093	-0.009	0.22
52390.247	-0.38	0.22
52393.866	-0.26	0.22
52394.722	0.001	0.22
52397.486	-0.13	0.22
52399.352	0.014	0.22
52401.105	-0.12	0.22
52403.981	-0.061	0.22
52405.37	-0.27	0.22
52408.611	-0.04	0.22
52410.926	-0.22	0.22
52412.778	-0.06	0.22
52416.481	-0.32	0.22
52417.407	-0.07	0.22
52422.037	-0.295	0.22
52426.667	-0.15	0.22
52427.593	-0.2	0.22
52431.296	-0.23	0.22
52433.148	-0.3	0.22
52435.926	-0.3	0.22
52438.704	-0.43	0.22
52440.556	-0.4	0.22
52444.259	-0.37	0.22
52445.185	-0.45	0.22
52449.815	-0.565	0.22
52454.444	-0.48	0.22
52455.37	-0.59	0.22
52459.074	-0.21	0.22
52460	-0.63	0.22
52463.222	-0.74	0.22
52465.907	-0.32	0.22
52469.13	-0.63	0.22
52469.667	-0.59	0.22
52472.352	-0.25	0.22
52475.037	-0.41	0.22
52475.574	-0.36	0.22
52478.796	-0.32	0.22
52480.407	-0.21	0.22
52482.019	-0.29	0.22
52485.241	-0.22	0.22
52485.778	-0.34	0.22
52491.148	-0.25	0.22
52496.519	-0.13	0.22
52501.889	-0.28	0.22
52507.259	-0.09	0.22
52509.407	-0.27	0.22
52512.63	-0.13	0.22
52518	0.04	0.22
52520.22	-0.26	0.22
52520.775	-0.16	0.22
52523.55	0.03	0.22
52526.325	0.09	0.22
52526.88	-0.32	0.22
52529.1	-0.14	0.22
52531.875	-0.01	0.22
52533.54	-0.38	0.22
52534.65	-0.18	0.22
52537.425	-0.1	0.22
52540.2	-0.255	0.22
52542.975	-0.16	0.22
52545.75	-0.32	0.22
52547.301	-0.23	0.22
52548.525	-0.4	0.22
52551.3	-0.17	0.22
52554.075	-0.04	0.22
52554.491	-0.26	0.22
52556.85	-0.02	0.22
52559.625	-0.22	0.22
52561.681	-0.21	0.22
52562.4	-0.06	0.22
52565.175	-0.07	0.22
52567.95	-0.35	0.22
52568.871	-0.19	0.22
52570.725	-0.16	0.22
52573.5	-0.03	0.22
52576.061	-0.26	0.22
52576.275	-0.24	0.22
52579.05	-0.08	0.22
52581.825	-0.27	0.22
52583.25	-0.19	0.22
52584.6	-0.25	0.22
52587.375	-0.17	0.22
52590.15	0	0.22
52590.44	-0.25	0.22
52592.925	-0.26	0.22
52595.611	-0.25	0.22
52595.7	-0.09	0.22
52598.475	0.05	0.22
52598.762	-0.25	0.22
52601.25	0.03	0.22
52601.914	-0.37	0.22
52604.025	-0.05	0.22
52605.066	-0.37	0.22
52606.8	-0.22	0.22
52608.217	-0.33	0.22
52609.575	-0.22	0.22
52611.369	-0.44	0.22
52612.35	-0.01	0.22
52614.52	-0.4	0.22
52615.125	-0.15	0.22
52617.672	-0.3	0.22
52617.9	-0.16	0.22
52620.675	-0.04	0.22
52620.824	-0.42	0.22
52623.45	0.14	0.22
52623.92	-0.34	0.22
52626.225	0.22	0.22
52626.737	-0.44	0.22
52629	-0.12	0.22
52629.555	-0.29	0.22
52631.775	0.09	0.22
52632.373	-0.3	0.22
52634.55	-0.06	0.22
52635.19	-0.41	0.22
52637.325	-0.13	0.22
52638.008	-0.19	0.22
52640.826	-0.16	0.22
52643.643	-0.14	0.22
52646.461	-0.26	0.22
52648.425	-0.06	0.22
52649.279	-0.3	0.22
52651.2	-0.11	0.22
52652.097	-0.19	0.22
52653.975	-0.04	0.22
52654.914	-0.2	0.22
52657.732	-0.2	0.22
52659.525	-0.08	0.22
52660.55	-0.21	0.22
52662.3	0	0.22
52663.367	-0.27	0.22
52665.075	-0.1	0.22
52666.185	-0.3	0.22
52667.85	0.06	0.22
52669.003	-0.23	0.22
52670.625	-0.02	0.22
52673.4	-0.06	0.22
52674.638	-0.19	0.22
52676.175	0.02	0.22
52677.456	-0.22	0.22
52678.95	0.03	0.22
52680.273	-0.2	0.22
52681.725	-0.06	0.22
52683.091	-0.37	0.22
52684.5	-0.18	0.22
52687.275	-0.06	0.22
52687.564	-0.34	0.22
52690.05	-0.02	0.22
52692.825	0.09	0.22
52693.691	-0.41	0.22
52695.6	0.12	0.22
52698.375	0.06	0.22
52699.818	-0.27	0.22
52701.15	0.15	0.22
52703.925	0.06	0.22
52706.7	0.02	0.22
52709.475	-0.02	0.22
52712.072	-0.27	0.22
52712.25	-0.02	0.22
52715.025	0.06	0.22
52717.8	-0.01	0.22
52718.2	-0.2	0.22
52720.575	0.02	0.22
52722.795	-0.06	0.22
52726.125	-0.06	0.22
52728.9	-0.06	0.22
52730.454	-0.21	0.22
52731.675	-0.07	0.22
52734.45	0	0.22
52735.838	-0.43	0.22
52737.225	-0.08	0.22
52737.503	-0.44	0.22
52739.168	-0.65	0.22
52740	-0.12	0.22
52741.212	-0.79	0.22
52743.923	-0.62	0.22
52744.038	-0.07	0.22
52746.692	-0.45	0.22
52748.077	-0.11	0.22
52751.748	-0.22	0.22
52752.115	-0.41	0.22
52756.154	-0.32	0.22
52759.091	-0.21	0.22
52760.192	-0.01	0.22
52764.231	0.13	0.22
52766.434	-0.2	0.22
52768.269	0.02	0.22
52772.308	0.01	0.22
52773.776	-0.27	0.22
52776.346	0.04	0.22
52780.385	-0.06	0.22
52781.119	-0.29	0.22
52784.423	-0.08	0.22
52788.462	-0.135	0.22
52792.5	-0.2	0.22
52795.804	-0.18	0.22
52796.538	0.02	0.22
52800.577	-0.18	0.22
52803.147	-0.28	0.22
52804.615	-0.15	0.22
52808.654	-0.09	0.22
52810.49	-0.21	0.22
52812.692	0.11	0.22
52816.731	-0.05	0.22
52817.832	-0.31	0.22
52820.769	-0.07	0.22
52824.808	-0.32	0.22
52825.175	-0.25	0.22
52826.828	-0.249	0.22
52827.634	-0.553	0.22
52828.442	-0.297	0.22
52828.846	-0.29	0.22
52829.251	-0.231	0.22
52829.538	-0.2	0.22
52830.057	-0.212	0.22
52830.865	-0.267	0.22
52831.674	-0.341	0.22
52832.48	-0.193	0.22
52832.885	-0.32	0.22
52833.288	-0.289	0.22
52834.097	-0.228	0.22
52834.903	-0.362	0.22
52835.712	-0.358	0.22
52836.52	-0.237	0.22
52836.923	-0.23	0.22
52837.326	-0.405	0.22
52838.135	-0.544	0.22
52838.942	-0.375	0.22
52839.751	-0.424	0.22
52840.074	-0.5	0.22
52840.557	-0.55	0.22
52841.365	-0.406	0.22
52841.859	-0.55	0.22
52842.174	-0.468	0.22
52842.98	-0.615	0.22
52843.645	-0.71	0.22
52843.788	-0.731	0.22
52844.597	-0.766	0.22
52845	-0.56	0.22
52845.423	-0.26	0.22
52846.271	-0.69	0.22
52847.965	-0.173	0.22
52848.814	-0.828	0.22
52849.237	-0.27	0.22
52849.662	-0.51	0.22
52850.508	-0.689	0.22
52851.356	-0.78	0.22
52853.05	-0.822	0.22
52853.475	-0.4	0.22
52853.898	-0.49	0.22
52854.747	-0.42	0.22
52855.592	-0.413	0.22
52856.441	-0.34	0.22
52857.289	-0.397	0.22
52857.712	-0.24	0.22
52858.135	-0.415	0.22
52858.983	-0.389	0.22
52859.831	-0.313	0.22
52860.679	-0.261	0.22
52861.525	-0.22	0.22
52861.949	-0.14	0.22
52862.373	-0.31	0.22
52863.221	-0.185	0.22
52864.067	-0.257	0.22
52864.915	-0.334	0.22
52865.764	-0.259	0.22
52866.186	-0.09	0.22
52866.609	-0.234	0.22
52867.458	-0.229	0.22
52868.306	-0.218	0.22
52870	-0.267	0.22
52871.694	-0.245	0.22
52873.391	-0.19	0.22
52874.236	-0.41	0.22
52875.085	-0.255	0.22
52875.933	-0.334	0.22
52876.779	-0.335	0.22
52877.627	-0.386	0.22
52878.475	-0.364	0.22
52879.321	-0.399	0.22
52880.169	-0.384	0.22
52881.017	-0.451	0.22
52881.865	-0.399	0.22
52882.711	-0.513	0.22
52883.559	-0.576	0.22
52883.898	-0.59	0.22
52884.408	-0.42	0.22
52885.253	-1.158	0.22
52886.102	-0.658	0.22
52886.95	-0.468	0.22
52887.796	-0.524	0.22
52888.475	-0.56	0.22
52888.644	-0.436	0.22
52889.492	-0.445	0.22
52890.338	-0.434	0.22
52891.186	-0.31	0.22
52891.61	-0.34	0.22
52892.035	-0.458	0.22
52892.881	-0.328	0.22
52893.051	-0.61	0.22
52893.729	-0.476	0.22
52894.577	-0.353	0.22
52895.423	-0.373	0.22
52895.847	-0.11	0.22
52896.218	-0.25	0.22
52896.271	-0.337	0.22
52897.119	-0.317	0.22
52897.627	-0.5	0.22
52897.965	-0.54	0.22
52898.814	-0.262	0.22
52899.662	-0.323	0.22
52900.085	-0.21	0.22
52900.164	-0.18	0.22
52900.508	-0.408	0.22
52901.356	-0.254	0.22
52902.203	-0.291	0.22
52903.052	-0.357	0.22
52903.897	-0.268	0.22
52904.11	-0.52	0.22
52904.322	0.09	0.22
52908.559	0.08	0.22
52909.759	-0.34	0.22
52912.797	-0.01	0.22
52917.034	-0.09	0.22
52921.271	-0.1	0.22
52925.508	-0.18	0.22
52929.746	-0.25	0.22
52933.983	-0.41	0.22
52938.22	-0.22	0.22
52942.458	-0.32	0.22
52946.342	-0.3	0.22
52949.698	-0.26	0.22
52953.054	-0.51	0.22
52956.409	-0.18	0.22
52959.765	-0.1	0.22
52963.121	0.04	0.22
52966.477	-0.09	0.22
52969.832	-0.04	0.22
52973.188	-0.2	0.22
52976.544	-0.08	0.22
52978.289	-0.42	0.22
52979.899	-0.05	0.22
52983.255	-0.02	0.22
52983.581	-0.46	0.22
52986.611	-0.08	0.22
52988.873	-0.32	0.22
52989.966	-0.05	0.22
52993.322	-0.05	0.22
52994.166	-0.35	0.22
52996.678	-0.1	0.22
52999.458	-0.33	0.22
53003.389	-0.16	0.22
53004.751	-0.38	0.22
53006.745	-0.26	0.22
53010.043	-0.12	0.22
53013.456	0.07	0.22
53015.336	-0.43	0.22
53016.812	-0.2	0.22
53020.168	-0.16	0.22
53021.51	-0.33	0.22
53023.523	-0.07	0.22
53023.78	-0.3	0.22
53026.504	-0.44	0.22
53026.879	-0.27	0.22
53029.228	-0.23	0.22
53030.235	-0.19	0.22
53031.952	-0.33	0.22
53033.591	-0.03	0.22
53034.676	-0.37	0.22
53036.946	-0.12	0.22
53037.282	-0.5	0.22
53039.295	-0.52	0.22
53040.302	-0.13	0.22
53041.309	-0.37	0.22
53043.322	-0.42	0.22
53043.658	-0.25	0.22
53045.336	-0.37	0.22
53047.013	-0.3	0.22
53047.349	-0.4	0.22
53049.362	-0.34	0.22
53051.376	-0.38	0.22
53053.389	-0.31	0.22
53055.403	-0.43	0.22
53057.081	-0.22	0.22
53057.416	-0.49	0.22
53059.43	-0.52	0.22
53059.765	-0.35	0.22
53061.443	-0.4	0.22
53063.792	-0.31	0.22
53064.101	-0.31	0.22
53067.148	-0.16	0.22
53067.403	-0.29	0.22
53070.705	-0.26	0.22
53073.859	-0.2	0.22
53074.007	-0.2	0.22
53077.215	-0.19	0.22
53077.309	-0.16	0.22
53080.57	-0.12	0.22
53080.611	-0.27	0.22
53083.913	-0.23	0.22
53083.926	-0.16	0.22
53087.215	-0.33	0.22
53090.517	-0.27	0.22
53093.819	-0.3	0.22
53093.993	-0.18	0.22
53097.121	-0.27	0.22
53097.349	-0.28	0.22
53100.423	-0.37	0.22
53100.705	-0.19	0.22
53103.725	-0.32	0.22
53104.06	-0.32	0.22
53107.416	-0.16	0.22
53110.329	-0.32	0.22
53110.772	0.04	0.22
53113.631	-0.41	0.22
53114.128	-0.16	0.22
53116.933	-0.36	0.22
53117.483	-0.14	0.22
53120.839	0.04	0.22
53124.195	0.08	0.22
53126.946	-0.3	0.22
53127.55	0.09	0.22
53130.906	-0.05	0.22
53134.262	-0.08	0.22
53137.617	-0.11	0.22
53138.302	-0.24	0.22
53140.973	-0.07	0.22
53144.329	-0.2	0.22
53147.857	-0.16	0.22
53149.957	-0.16	0.22
53151.429	-0.15	0.22
53155	-0.08	0.22
53158.571	-0.18	0.22
53162.043	-0.25	0.22
53162.143	-0.29	0.22
53172.857	-0.01	0.22
53174.129	-0.163	0.22
53176.429	-0.05	0.22
53180	-0.14	0.22
53183.571	-0.32	0.22
53187.143	-0.24	0.22
53190.714	-0.11	0.22
53194.286	-0.15	0.22
53197.857	-0.13	0.22
53201.429	0.01	0.22
53202	-0.01	0.22
53205	-0.06	0.22
53205.643	-0.15	0.22
53208.571	-0.14	0.22
53209.286	-0.11	0.22
53210.386	-0.441	0.22
53212.143	-0.13	0.22
53212.857	-0.02	0.22
53213.214	-0.12	0.22
53214.214	0.05	0.22
53216.429	0.04	0.22
53220	-0.13	0.22
53223.316	-0.52	0.22
53223.571	-0.33	0.22
53227.143	-0.16	0.22
53227.908	-0.384	0.22
53230.714	-0.07	0.22
53232.5	-0.582	0.22
53234.286	0.02	0.22
53237.092	-0.4874	0.22
53237.857	0.06	0.22
53240.714	0.08	0.22
53241.684	-0.116	0.22
53246.276	-0.495	0.22
53249.286	-0.11	0.22
53250.867	-0.3638	0.22
53252.857	-0.22	0.22
53255.399	-0.592	0.22
53256.242	-0.21	0.22
53259.348	-0.35	0.22
53259.705	-0.64	0.22
53262.454	-0.22	0.22
53265.56	-0.28	0.22
53265.572	-0.672	0.22
53268.666	-0.24	0.22
53271.438	-0.516	0.22
53271.772	-0.29	0.22
53274.878	-0.1	0.22
53277.305	-0.422	0.22
53277.984	-0.12	0.22
53281.09	-0.21	0.22
53283.172	-0.505	0.22
53283.574	-0.22	0.22
53286.68	-0.09	0.22
53289.038	-0.434	0.22
53289.786	-0.27	0.22
53292.892	-0.1	0.22
53294.905	-0.6372	0.22
53295.998	-0.08	0.22
53299.104	0.04	0.22
53300.772	-0.5809	0.22
53302.21	-0.02	0.22
53305.316	-0.02	0.22
53306.639	-0.451	0.22
53308.422	-0.05	0.22
53311.527	-0.08	0.22
53312.478	-0.373	0.22
53314.633	0.02	0.22
53317.739	0.08	0.22
53318.178	-0.4188	0.22
53320.845	0.09	0.22
53323.878	-0.3594	0.22
53323.951	0.03	0.22
53327.057	-0.11	0.22
53329.578	-0.472	0.22
53330.163	-0.13	0.22
53333.269	-0.11	0.22
53335.279	-0.164	0.22
53336.375	-0.21	0.22
53339.481	0.04	0.22
53340.979	-0.375	0.22
53342.587	0.1	0.22
53345.343	-0.409	0.22
53345.692	0.13	0.22
53348.371	-0.424	0.22
53348.798	0.2	0.22
53351.4	-0.472	0.22
53351.904	0.04	0.22
53353.302	-0.5384	0.22
53354.979	-0.341	0.22
53355.01	0.08	0.22
53356.656	-0.3466	0.22
53358.116	0.21	0.22
53358.334	-0.2616	0.22
53360.011	-0.2	0.22
53361.222	0.14	0.22
53361.688	-0.1419	0.22
53363.293	-0.1963	0.22
53364.535	-0.2635	0.22
53364.949	0.12	0.22
53365.777	-0.3	0.22
53367.02	-0.2528	0.22
53368.055	0.16	0.22
53368.262	-0.261	0.22
53369.504	-0.2858	0.22
53370.747	-0.339	0.22
53371.161	0	0.22
53371.989	-0.283	0.22
53373.232	-0.3095	0.22
53374.267	0	0.22
53374.474	-0.217	0.22
53375.716	-0.3648	0.22
53376.959	-0.199	0.22
53377.373	0.05	0.22
53378.201	-0.175	0.22
53379.443	-0.1503	0.22
53380.479	0.07	0.22
53380.686	-0.336	0.22
53381.928	-0.4152	0.22
53383.17	-0.4666	0.22
53383.585	0.09	0.22
53384.413	-0.179	0.22
53385.655	-0.2838	0.22
53386.69	-0.04	0.22
53386.897	-0.1315	0.22
53388.14	-0.146	0.22
53389.382	-0.1622	0.22
53389.796	0.05	0.22
53391.867	-0.099	0.22
53392.902	0.01	0.22
53394.992	-0.109	0.22
53396.008	0.18	0.22
53398.493	0.26	0.22
53400.074	-0.1479	0.22
53401.599	0.19	0.22
53404.705	0.22	0.22
53405.156	-0.096	0.22
53407.811	0.08	0.22
53410.916	0	0.22
53414.022	-0.17	0.22
53415.321	-0.061	0.22
53417.128	-0.09	0.22
53420.234	0.01	0.22
53420.404	-0.207	0.22
53423.34	0.13	0.22
53425.486	-0.172	0.22
53426.446	0.15	0.22
53429.552	0.19	0.22
53430.568	-0.254	0.22
53432.658	0.16	0.22
53435.651	-0.0796	0.22
53435.764	0.15	0.22
53438.87	0.18	0.22
53440.733	-0.1627	0.22
53441.976	0.18	0.22
53445.081	0.25	0.22
53445.816	-0.085	0.22
53448.187	0.25	0.22
53450.898	-0.227	0.22
53451.293	0.17	0.22
53454.399	0.16	0.22
53455.98	-0.236	0.22
53457.505	0.07	0.22
53460.611	0.14	0.22
53461.063	-0.259	0.22
53463.717	0.19	0.22
53466.145	-0.254	0.22
53466.823	0.15	0.22
53468.686	0.02	0.22
53469.929	0.13	0.22
53471.228	-0.135	0.22
53471.792	0.24	0.22
53473.035	0.09	0.22
53474.898	0.24	0.22
53476.141	0.14	0.22
53476.31	-0.081	0.22
53478.004	0.22	0.22
53479.122	0.24	0.22
53481.11	0.15	0.22
53481.392	-0.135	0.22
53484.216	-0.26	0.22
53486.475	-0.1638	0.22
53487.322	0.2	0.22
53488.82	-0.074	0.22
53490.428	-0.09	0.22
53490.618	-0.0834	0.22
53492.417	-0.077	0.22
53493.534	-0.28	0.22
53494.215	-0.082	0.22
53496.013	-0.0775	0.22
53496.64	-0.08	0.22
53497.811	-0.074	0.22
53499.609	-0.1088	0.22
53499.745	0.12	0.22
53501.407	-0.189	0.22
53503.206	-0.2017	0.22
53503.473	0.16	0.22
53505.004	-0.2788	0.22
53505.957	0.12	0.22
53506.802	-0.299	0.22
53508.6	-0.1651	0.22
53509.063	0.18	0.22
53510.398	-0.132	0.22
53512.169	0.2	0.22
53512.196	-0.148	0.22
53513.994	-0.255	0.22
53515.275	0.2	0.22
53515.793	-0.119	0.22
53518.381	0.07	0.22
53521.487	0.13	0.22
53524.564	-0.296	0.22
53524.593	-0.02	0.22
53527.286	-0.3514	0.22
53527.699	-0.02	0.22
53530.006	-0.553	0.22
53530.804	-0.46	0.22
53532.726	-0.567	0.22
53533.91	-0.36	0.22
53537.016	-0.25	0.22
53538.902	-0.681	0.22
53540.122	-0.1	0.22
53543.228	-0.46	0.22
53546.334	-0.21	0.22
53548.885	-0.5757	0.22
53549.44	-0.28	0.22
53552.546	-0.06	0.22
53555.652	-0.11	0.22
53558.758	-0.09	0.22
53558.869	-0.423	0.22
53561.831	-0.17	0.22
53564.884	-0.12	0.22
53567.936	0.1	0.22
53568.699	-0.2779	0.22
53570.988	-0.24	0.22
53574.041	-0.18	0.22
53577.093	-0.23	0.22
53578.51	-0.4377	0.22
53580.145	-0.15	0.22
53583.198	-0.33	0.22
53584.308	-0.405	0.22
53586.25	-0.36	0.22
53589.302	-0.229	0.22
53592.355	0.04	0.22
53594.297	-0.485	0.22
53595.407	0.07	0.22
53598.459	0.18	0.22
53598.773	-0.294	0.22
53600.654	-0.3891	0.22
53601.512	0.14	0.22
53602.535	-0.2621	0.22
53604.415	-0.084	0.22
53604.564	0.12	0.22
53606.296	-0.0874	0.22
53607.616	0.21	0.22
53608.177	-0.0973	0.22
53610.058	-0.0417	0.22
53610.669	0.18	0.22
53611.939	0.021	0.22
53613.721	0.12	0.22
53613.82	0.0367	0.22
53615.701	0.044	0.22
53617.384	0.13	0.22
53617.582	-0.1781	0.22
53619.463	-0.24	0.22
53620.436	0.1	0.22
53621.343	-0.0561	0.22
53623.488	0.12	0.22
53625.876	-0.125	0.22
53626.541	0.13	0.22
53629.593	0.14	0.22
53630.94	-0.1488	0.22
53635.698	0.18	0.22
53636.003	-0.1	0.22
53638.75	0.13	0.22
53640.581	0.13	0.22
53641.066	-0.1158	0.22
53644.244	-0.01	0.22
53646.129	-0.2066	0.22
53647.297	0.06	0.22
53650.349	-0.11	0.22
53650.865	-0.299	0.22
53653.401	-0.31	0.22
53653.965	-0.322	0.22
53656.453	-0.12	0.22
53657.064	-0.5211	0.22
53659.506	-0.5	0.22
53660.163	-0.293	0.22
53662.558	-0.25	0.22
53663.263	-0.571	0.22
53665.515	-0.6085	0.22
53667.692	-0.8448	0.22
53668.088	-0.2	0.22
53670.662	-0.32	0.22
53671.493	-0.7479	0.22
53673.235	-0.22	0.22
53675.294	-0.6158	0.22
53675.809	-0.47	0.22
53678.382	-0.32	0.22
53679.095	-0.693	0.22
53680.956	-0.43	0.22
53682.896	-0.6419	0.22
53683.529	-0.45	0.22
53684.449	-0.592	0.22
53686.103	-0.38	0.22
53687.068	-0.287	0.22
53688.676	-0.34	0.22
53688.998	-0.1083	0.22
53690.221	-0.07	0.22
53690.928	-0.3245	0.22
53691.301	-0.13	0.22
53692.794	-0.03	0.22
53692.858	-0.1593	0.22
53694.081	-0.11	0.22
53694.789	-0.102	0.22
53695.368	0.14	0.22
53696.719	-0.055	0.22
53697.941	0.19	0.22
53698.649	-0.056	0.22
53700.515	0.22	0.22
53700.579	-0.149	0.22
53702.509	-0.1856	0.22
53703.088	0.26	0.22
53705.301	-0.059	0.22
53706.176	0.16	0.22
53708.235	0.22	0.22
53710.294	0.1	0.22
53712.404	-0.147	0.22
53712.868	0.18	0.22
53715.441	0.09	0.22
53718.015	0.06	0.22
53719.507	-0.06	0.22
53720.588	0.05	0.22
53723.162	0.27	0.22
53726.25	0.2	0.22
53726.61	-0.15	0.22
53728.309	0.19	0.22
53728.824	0.16	0.22
53730.882	0.14	0.22
53731.397	0.19	0.22
53733.713	-0.0852	0.22
53733.971	0.28	0.22
53736.544	0.15	0.22
53739.118	0.19	0.22
53740.211	-0.103	0.22
53741.691	0.05	0.22
53743.681	-0.0739	0.22
53744.265	0.04	0.22
53746.838	0.08	0.22
53747.151	-0.04	0.22
53749.412	-0.16	0.22
53750.622	-0.0511	0.22
53751.985	0.2	0.22
53754.092	-0.1264	0.22
53754.559	0.09	0.22
53757.562	-0.2503	0.22
53758.162	-0.06	0.22
53759.706	0	0.22
53761.032	-0.1908	0.22
53762.279	0.23	0.22
53764.338	0	0.22
53764.503	-0.0967	0.22
53764.853	0.14	0.22
53766.912	0.1	0.22
53767.426	0.27	0.22
53767.973	-0.1096	0.22
53769.485	0.09	0.22
53770	0.14	0.22
53771.443	-0.151	0.22
